gab,gh,gbb,gso,gslg,ghbp,gsf,gip,ger,hab,hh,hbb,hso,hslg,hhbp,hsf,hip,her,boxscore
35,10,6,5,0.429,0,0,9,1,34,8,1,8,0.382,0,0,9,5,/boxes/COL/COL201405040.shtml
32,6,1,6,0.25,0,0,8,2,39,11,1,9,0.359,1,0,9,2,/boxes/CHA/CHA201408310.shtml
34,6,3,7,0.265,1,0,8,5,30,8,2,5,0.433,0,1,9,3,/boxes/TEX/TEX201406270.shtml
43,19,3,9,0.884,0,1,9,9,42,16,5,10,0.548,1,2,9,16,/boxes/BOS/BOS201407020.shtml
35,11,3,4,0.4,1,1,8.2,6,36,12,4,3,0.528,1,0,9,4,/boxes/PIT/PIT201404210.shtml
32,5,5,9,0.188,1,0,8,8,36,15,5,8,0.778,0,1,9,2,/boxes/CLE/CLE201405080.shtml
34,10,2,4,0.5,0,0,8.1,5,31,4,2,7,0.387,2,0,9,4,/boxes/NYA/NYA201409110.shtml
32,8,1,5,0.375,0,0,8.2,4,32,9,3,5,0.5,0,0,9,3,/boxes/MIN/MIN201409160.shtml
33,8,5,11,0.424,0,1,9,4,35,9,4,4,0.371,0,0,9,8,/boxes/KCA/KCA201409140.shtml
32,6,2,6,0.219,0,0,8.2,1,32,5,5,6,0.156,0,0,9,0,/boxes/TBA/TBA201409150.shtml
32,5,5,12,0.344,0,0,8,5,28,6,4,6,0.393,0,0,9,4,/boxes/NYN/NYN201407120.shtml
30,5,1,8,0.333,1,2,8,8,33,8,4,6,0.424,0,0,9,3,/boxes/CIN/CIN201406030.shtml
32,5,2,14,0.188,1,0,8,4,30,7,7,10,0.4,0,1,9,0,/boxes/BOS/BOS201406010.shtml
30,4,2,17,0.167,0,0,8,3,31,7,2,12,0.484,2,0,9,1,/boxes/CHA/CHA201409131.shtml
32,7,2,8,0.313,0,0,8,7,35,11,2,10,0.514,0,0,9,2,/boxes/CHN/CHN201408230.shtml
31,6,2,11,0.355,0,0,8,6,35,11,5,9,0.743,1,1,9,2,/boxes/ATL/ATL201404130.shtml
29,4,2,8,0.172,0,0,8,4,31,12,2,6,0.484,0,0,9,0,/boxes/LAN/LAN201409100.shtml
33,7,3,9,0.394,1,0,8,3,32,11,2,6,0.5,0,0,9,2,/boxes/CIN/CIN201407081.shtml
36,9,0,5,0.472,0,0,8,6,29,8,3,5,0.414,0,0,9,4,/boxes/LAN/LAN201406140.shtml
37,10,2,12,0.351,0,0,9,2,29,5,3,10,0.207,0,0,9,5,/boxes/SEA/SEA201409100.shtml
35,9,2,10,0.286,1,1,8,4,28,7,5,7,0.357,0,1,9,3,/boxes/KCA/KCA201404050.shtml
32,5,2,9,0.188,0,1,8,5,31,9,2,4,0.516,0,0,9,1,/boxes/MIL/MIL201404230.shtml
30,4,2,4,0.133,0,0,8,9,38,14,2,8,0.789,0,0,9,0,/boxes/BAL/BAL201408250.shtml
34,8,7,6,0.441,0,1,10,3,40,12,4,4,0.4,1,1,10,6,/boxes/OAK/OAK201405071.shtml
43,11,2,9,0.512,0,0,11,7,41,14,7,7,0.463,0,2,11,5,/boxes/WAS/WAS201409050.shtml
32,6,3,7,0.313,0,0,8,14,45,21,2,4,0.778,0,1,9,2,/boxes/COL/COL201409170.shtml
36,11,4,8,0.5,0,0,9,1,31,4,4,16,0.258,0,0,9,5,/boxes/HOU/HOU201406130.shtml
29,3,2,7,0.207,1,0,8,3,26,4,3,7,0.308,0,0,9,1,/boxes/PIT/PIT201408300.shtml
37,11,0,5,0.486,1,0,9,1,33,8,3,6,0.273,1,0,9,5,/boxes/LAN/LAN201404270.shtml
35,11,6,7,0.457,1,0,9,0,35,8,2,11,0.257,0,0,9,9,/boxes/BAL/BAL201405240.shtml
40,9,3,13,0.35,0,0,10.2,2,36,5,6,11,0.194,1,0,11,1,/boxes/BAL/BAL201409121.shtml
33,6,5,11,0.576,0,0,9,2,34,8,3,8,0.382,0,0,9,7,/boxes/SLN/SLN201409210.shtml
36,10,1,10,0.306,1,0,9,2,33,6,2,12,0.303,0,0,9,3,/boxes/ATL/ATL201408120.shtml
34,13,4,6,0.529,0,2,9,6,39,13,7,10,0.436,2,0,9,7,/boxes/BOS/BOS201408240.shtml
37,11,3,6,0.297,1,1,9,5,36,11,6,4,0.444,1,0,9,3,/boxes/PIT/PIT201405110.shtml
37,14,4,8,0.459,0,1,9,5,34,9,4,6,0.294,1,0,9,9,/boxes/ARI/ARI201408260.shtml
36,9,3,4,0.417,2,0,9,3,36,9,1,3,0.361,0,0,9,4,/boxes/COL/COL201406210.shtml
33,6,1,9,0.333,0,0,8,6,34,10,4,6,0.441,1,0,9,4,/boxes/MIN/MIN201406040.shtml
34,7,0,9,0.412,0,0,8,4,32,9,2,5,0.594,0,0,9,3,/boxes/SEA/SEA201409260.shtml
31,7,4,7,0.484,1,0,9,2,35,11,5,6,0.371,3,1,9,6,/boxes/SLN/SLN201405180.shtml
30,5,0,9,0.2,2,1,9,1,36,11,1,4,0.389,0,0,9,1,/boxes/KCA/KCA201407110.shtml
38,12,2,7,0.368,0,0,8,11,38,16,6,6,0.5,0,1,9,4,/boxes/SFN/SFN201410250.shtml
41,9,2,12,0.341,0,0,11,4,41,9,4,17,0.366,1,0,11,5,/boxes/SLN/SLN201404290.shtml
35,11,1,6,0.486,1,0,9,2,33,6,2,6,0.303,0,0,9,6,/boxes/DET/DET201408150.shtml
37,10,1,9,0.622,0,0,8,5,35,11,3,7,0.571,0,0,9,5,/boxes/CHA/CHA201406090.shtml
40,15,5,4,0.6,0,1,9,5,32,6,1,11,0.406,0,1,9,7,/boxes/SEA/SEA201405290.shtml
34,9,8,6,0.324,0,0,9,3,32,7,3,9,0.281,0,0,9,3,/boxes/PIT/PIT201408050.shtml
34,11,1,7,0.529,0,0,9,0,30,4,0,6,0.133,0,0,9,4,/boxes/SEA/SEA201405250.shtml
33,10,2,8,0.364,0,0,9,4,35,9,3,11,0.486,0,0,9,4,/boxes/MIA/MIA201408200.shtml
31,5,2,7,0.258,0,0,8,1,33,9,1,6,0.333,0,0,9,1,/boxes/COL/COL201405160.shtml
37,11,1,4,0.432,0,0,9,0,27,0,3,6,0,0,0,9,4,/boxes/PHI/PHI201405250.shtml
39,13,4,4,0.487,0,1,9,3,32,5,2,10,0.281,0,0,9,8,/boxes/BAL/BAL201404270.shtml
49,6,5,16,0.184,1,1,14,5,55,14,3,14,0.309,1,1,15,5,/boxes/TBA/TBA201405240.shtml
36,6,5,11,0.306,0,0,9,5,36,13,6,8,0.5,0,0,10,4,/boxes/MIA/MIA201408140.shtml
38,11,2,7,0.342,0,0,9,0,28,3,2,8,0.179,0,0,9,3,/boxes/WAS/WAS201406190.shtml
38,12,3,11,0.526,0,1,9,7,36,11,1,6,0.611,1,0,9,7,/boxes/SEA/SEA201405110.shtml
36,9,5,5,0.389,1,0,8,6,35,12,7,5,0.457,0,0,9,5,/boxes/PIT/PIT201405030.shtml
37,12,2,7,0.703,0,0,9,1,35,9,0,3,0.286,1,1,9,7,/boxes/NYN/NYN201408120.shtml
34,7,0,12,0.382,0,0,9,3,35,7,2,7,0.2,1,0,9,4,/boxes/OAK/OAK201409050.shtml
31,6,1,9,0.226,0,0,8,4,28,4,7,4,0.214,0,0,9,1,/boxes/ANA/ANA201405050.shtml
34,8,1,8,0.235,1,0,8,10,39,16,1,7,0.641,0,1,9,1,/boxes/BOS/BOS201409250.shtml
33,7,2,10,0.212,0,0,8,3,30,6,3,7,0.467,0,0,9,0,/boxes/CHN/CHN201405030.shtml
31,7,1,7,0.29,0,0,8,3,32,8,0,7,0.313,0,0,9,1,/boxes/ARI/ARI201405130.shtml
33,10,4,6,0.424,0,0,9,0,32,5,2,14,0.188,0,0,9,2,/boxes/WAS/WAS201406010.shtml
33,6,1,12,0.273,0,0,9,1,30,7,2,7,0.233,0,1,9,3,/boxes/WAS/WAS201409060.shtml
39,13,5,7,0.641,0,0,9,4,34,8,2,7,0.382,0,0,9,8,/boxes/OAK/OAK201407190.shtml
35,8,1,4,0.257,0,0,8,2,28,7,1,4,0.286,0,1,9,0,/boxes/MIA/MIA201409230.shtml
32,6,5,8,0.375,0,0,8,4,30,7,3,10,0.467,0,0,9,3,/boxes/MIL/MIL201405150.shtml
39,12,0,6,0.385,0,0,8,4,33,10,3,5,0.545,0,0,9,4,/boxes/BOS/BOS201407180.shtml
37,14,4,6,0.514,3,2,9,2,31,6,2,3,0.194,1,0,9,13,/boxes/ANA/ANA201409160.shtml
38,10,2,8,0.526,0,0,8.2,6,40,17,1,7,0.675,1,0,9,5,/boxes/PIT/PIT201405020.shtml
36,9,4,6,0.361,0,0,9,0,29,4,4,7,0.138,1,0,9,4,/boxes/CLE/CLE201404190.shtml
31,6,3,9,0.258,2,0,8,6,28,5,5,6,0.429,0,0,9,2,/boxes/NYN/NYN201406100.shtml
37,9,3,10,0.378,0,0,9,4,35,9,4,6,0.4,0,0,9,5,/boxes/LAN/LAN201407020.shtml
33,7,2,8,0.242,1,0,8,5,31,6,3,13,0.419,0,0,9,1,/boxes/SDN/SDN201404130.shtml
36,9,3,5,0.361,1,1,8,4,32,9,2,5,0.344,1,0,9,2,/boxes/MIN/MIN201406210.shtml
44,6,15,5,0.182,2,3,14,3,52,10,3,15,0.25,1,0,14,6,/boxes/CHA/CHA201404160.shtml
31,5,1,6,0.29,0,0,8,4,35,11,3,5,0.457,0,0,9,2,/boxes/OAK/OAK201407060.shtml
32,9,5,2,0.344,2,0,9,1,33,7,1,3,0.424,0,0,9,2,/boxes/MIA/MIA201409240.shtml
30,3,3,11,0.267,0,0,8,4,31,8,3,6,0.613,0,0,9,2,/boxes/CHN/CHN201405180.shtml
41,10,0,9,0.39,0,0,10.1,5,42,11,10,8,0.429,1,0,11,4,/boxes/ANA/ANA201404110.shtml
29,5,3,7,0.345,0,1,8,3,31,8,2,8,0.419,0,1,9,3,/boxes/NYN/NYN201405220.shtml
39,14,2,6,0.513,0,0,9,2,33,7,2,10,0.394,0,0,9,7,/boxes/WAS/WAS201407040.shtml
41,8,1,7,0.366,0,0,11,4,40,8,3,7,0.425,0,0,11,5,/boxes/LAN/LAN201404250.shtml
36,9,1,9,0.306,0,0,9,3,32,9,3,9,0.469,0,1,9,2,/boxes/ATL/ATL201405050.shtml
39,8,9,11,0.385,0,1,12,4,46,14,5,7,0.413,0,0,12,6,/boxes/COL/COL201408050.shtml
30,5,3,7,0.267,0,0,8,5,30,7,7,8,0.467,1,0,9,1,/boxes/SEA/SEA201406160.shtml
36,12,5,3,0.5,0,1,9,2,36,9,3,9,0.444,1,0,9,6,/boxes/COL/COL201406060.shtml
37,14,1,8,0.459,0,0,8,5,31,9,0,10,0.484,0,0,9,4,/boxes/TEX/TEX201409270.shtml
36,9,1,8,0.389,0,0,8,5,29,8,4,3,0.517,2,0,9,4,/boxes/TOR/TOR201407230.shtml
31,8,8,8,0.355,0,0,8.1,5,37,11,3,4,0.405,0,0,9,3,/boxes/WAS/WAS201404230.shtml
38,13,1,3,0.447,0,1,9,3,34,10,0,6,0.324,0,1,9,6,/boxes/CHA/CHA201408160.shtml
32,9,1,7,0.375,2,0,8,4,30,9,3,1,0.367,0,0,9,2,/boxes/SEA/SEA201408100.shtml
28,1,2,12,0.071,2,0,8,2,31,7,1,4,0.387,0,0,9,0,/boxes/TOR/TOR201408300.shtml
33,7,4,11,0.364,1,1,9,1,32,7,2,7,0.281,0,0,9,2,/boxes/CIN/CIN201408080.shtml
45,8,5,6,0.244,0,1,13,1,44,8,3,14,0.182,0,0,13,2,/boxes/HOU/HOU201409180.shtml
33,6,2,7,0.303,1,0,8,5,34,11,3,5,0.471,1,0,9,1,/boxes/KCA/KCA201409210.shtml
33,4,2,5,0.242,0,0,8,9,38,15,1,10,0.711,0,0,9,3,/boxes/CHA/CHA201405090.shtml
34,8,0,9,0.265,1,0,8,4,29,6,6,5,0.345,0,1,9,1,/boxes/MIN/MIN201408160.shtml
33,9,2,12,0.455,0,1,8,4,34,10,1,7,0.412,0,0,9,3,/boxes/ANA/ANA201406070.shtml
43,12,4,7,0.349,0,0,10.2,4,39,7,5,6,0.385,0,0,11,3,/boxes/NYN/NYN201407070.shtml
35,10,1,8,0.486,0,0,9,4,33,9,1,8,0.364,0,0,9,7,/boxes/MIN/MIN201407030.shtml
38,12,1,11,0.447,0,0,8,3,27,5,4,4,0.37,0,0,9,1,/boxes/MIN/MIN201408050.shtml
34,10,0,6,0.353,1,0,8,6,33,8,2,4,0.576,1,1,9,3,/boxes/BAL/BAL201407010.shtml
36,10,3,5,0.417,0,0,8,7,35,13,2,5,0.571,0,1,9,6,/boxes/DET/DET201404050.shtml
35,10,0,10,0.457,0,0,9,1,32,5,1,13,0.375,0,0,9,3,/boxes/SFN/SFN201406260.shtml
32,5,3,11,0.156,0,0,9,0,31,5,1,11,0.161,0,0,9,1,/boxes/CLE/CLE201409270.shtml
33,9,4,7,0.394,1,0,9,2,29,3,4,9,0.207,0,0,9,5,/boxes/BAL/BAL201406271.shtml
37,13,7,4,0.541,0,1,9,5,36,11,2,9,0.5,1,0,9,4,/boxes/TEX/TEX201406040.shtml
32,7,1,6,0.344,1,0,8,3,33,10,2,10,0.455,0,0,9,2,/boxes/CHA/CHA201408270.shtml
34,9,5,8,0.294,0,0,8,6,27,5,6,7,0.37,0,1,9,4,/boxes/CLE/CLE201404200.shtml
32,6,1,5,0.344,0,1,8,3,32,9,3,5,0.438,0,0,9,2,/boxes/TOR/TOR201405240.shtml
32,6,2,4,0.375,0,0,9,2,30,7,5,3,0.233,1,0,9,3,/boxes/MIA/MIA201408150.shtml
37,10,3,7,0.595,0,0,9,1,32,8,4,9,0.406,0,0,9,4,/boxes/BOS/BOS201409090.shtml
28,2,5,6,0.107,0,0,8,5,30,9,3,5,0.4,1,1,9,0,/boxes/SFN/SFN201409100.shtml
36,10,3,12,0.306,0,1,8,3,31,8,4,6,0.419,1,1,9,2,/boxes/BAL/BAL201408300.shtml
35,7,3,11,0.429,1,1,10,3,37,11,2,6,0.432,0,0,10,5,/boxes/SFN/SFN201408150.shtml
36,12,5,5,0.583,0,0,9,3,34,7,6,6,0.412,0,0,9,8,/boxes/HOU/HOU201407110.shtml
35,8,2,13,0.4,0,0,9,0,30,3,2,9,0.1,0,0,9,3,/boxes/CIN/CIN201408260.shtml
42,16,1,8,0.81,1,0,9,2,34,8,2,10,0.382,0,0,9,9,/boxes/MIA/MIA201404140.shtml
30,5,4,8,0.233,0,0,8,4,31,7,5,6,0.387,1,0,9,0,/boxes/TEX/TEX201405080.shtml
35,13,2,7,0.4,0,2,9,2,29,4,6,6,0.207,0,1,9,4,/boxes/ATL/ATL201407250.shtml
34,7,0,13,0.353,0,0,8,5,32,9,1,6,0.375,0,2,9,1,/boxes/NYA/NYA201407190.shtml
34,9,1,4,0.441,1,0,9,1,33,5,0,9,0.273,0,0,9,3,/boxes/ANA/ANA201404140.shtml
49,22,5,5,0.755,0,0,9,4,35,8,1,10,0.371,0,0,9,14,/boxes/TOR/TOR201405140.shtml
39,12,3,11,0.41,0,0,9,0,29,4,3,8,0.172,0,0,9,7,/boxes/CHN/CHN201409220.shtml
30,3,2,14,0.1,0,0,8,3,29,7,3,4,0.517,0,0,9,2,/boxes/CHA/CHA201407180.shtml
35,9,1,7,0.4,0,0,8,7,37,15,3,6,0.676,1,0,9,4,/boxes/PHI/PHI201408270.shtml
37,10,6,7,0.324,0,0,9.2,3,40,11,6,11,0.4,1,1,10,3,/boxes/MIA/MIA201408190.shtml
35,7,3,9,0.343,0,0,9,0,30,3,0,4,0.133,0,0,9,6,/boxes/TBA/TBA201408200.shtml
33,5,3,9,0.182,1,0,8,4,33,11,4,10,0.545,1,0,9,2,/boxes/PIT/PIT201406110.shtml
32,5,4,8,0.25,0,0,8,7,34,11,7,9,0.529,0,0,9,1,/boxes/BOS/BOS201405020.shtml
34,8,2,12,0.235,1,0,8,3,29,9,3,5,0.448,0,1,9,0,/boxes/MIL/MIL201408070.shtml
38,11,3,9,0.395,0,0,9,4,32,8,1,14,0.313,0,1,9,6,/boxes/ANA/ANA201407240.shtml
35,12,3,5,0.486,0,1,9,3,33,7,0,9,0.333,0,0,9,4,/boxes/CHA/CHA201405100.shtml
37,12,6,7,0.514,1,0,9,4,31,6,6,5,0.419,0,0,9,7,/boxes/SLN/SLN201408010.shtml
36,10,1,7,0.361,1,0,8,6,34,9,1,11,0.382,0,0,9,3,/boxes/LAN/LAN201404190.shtml
32,5,1,11,0.219,0,0,8,2,30,7,1,3,0.3,1,0,9,0,/boxes/NYN/NYN201409090.shtml
33,8,2,6,0.424,0,0,9,2,33,7,0,13,0.333,1,0,9,5,/boxes/TEX/TEX201405110.shtml
32,7,1,5,0.406,0,0,9,1,33,7,0,9,0.273,0,0,9,3,/boxes/CHN/CHN201408110.shtml
34,8,4,6,0.382,0,0,9,1,33,5,0,6,0.242,0,0,9,5,/boxes/TEX/TEX201409260.shtml
36,10,4,10,0.417,0,0,9,3,34,7,1,8,0.382,1,0,9,6,/boxes/SEA/SEA201406120.shtml
31,6,4,7,0.355,0,0,8,6,33,10,1,10,0.576,0,0,9,2,/boxes/PHI/PHI201407110.shtml
36,10,3,5,0.361,0,0,9,2,31,6,1,11,0.323,0,0,9,4,/boxes/SEA/SEA201406110.shtml
35,8,1,11,0.343,1,0,9,4,35,10,1,4,0.543,0,2,9,5,/boxes/CIN/CIN201408130.shtml
34,10,2,2,0.529,2,1,9,4,34,9,3,10,0.441,0,0,9,5,/boxes/KCA/KCA201406250.shtml
33,8,4,12,0.303,1,1,9,0,31,5,4,7,0.194,0,0,9,2,/boxes/OAK/OAK201403310.shtml
33,5,3,11,0.303,1,0,9,1,33,5,2,10,0.182,0,0,9,3,/boxes/ARI/ARI201403220.shtml
28,2,3,6,0.107,0,0,8,4,31,8,1,5,0.548,0,0,9,1,/boxes/ATL/ATL201404260.shtml
34,11,5,7,0.559,0,1,8,8,35,12,5,7,0.686,1,0,9,7,/boxes/CHN/CHN201409200.shtml
34,8,3,4,0.235,0,0,9,0,28,2,1,9,0.071,0,0,9,1,/boxes/BAL/BAL201406100.shtml
35,13,3,7,0.514,0,3,9,5,34,9,7,7,0.265,0,1,9,7,/boxes/KCA/KCA201409160.shtml
33,9,5,5,0.303,0,1,8.2,7,34,10,2,8,0.441,1,1,9,5,/boxes/MIA/MIA201407280.shtml
34,9,3,8,0.441,0,0,8,6,33,14,5,5,0.576,0,1,9,4,/boxes/HOU/HOU201406290.shtml
34,8,1,9,0.324,0,0,8,7,36,13,1,6,0.694,0,0,9,5,/boxes/ANA/ANA201409200.shtml
39,14,1,7,0.538,0,0,9,3,35,8,3,9,0.4,0,0,9,5,/boxes/CHA/CHA201409250.shtml
35,9,4,6,0.486,1,0,8,7,32,11,2,6,0.406,0,1,9,4,/boxes/LAN/LAN201409260.shtml
35,9,4,5,0.314,0,0,9,1,31,6,1,9,0.29,1,0,9,1,/boxes/WAS/WAS201405210.shtml
32,6,1,7,0.25,0,0,9,2,30,4,2,4,0.167,0,0,9,3,/boxes/SFN/SFN201410240.shtml
36,12,4,8,0.556,0,1,9,0,27,1,6,8,0.037,0,0,9,6,/boxes/NYN/NYN201404180.shtml
32,7,1,6,0.438,1,0,8.1,4,39,14,4,4,0.513,0,0,9,2,/boxes/OAK/OAK201404190.shtml
45,18,1,9,0.756,0,0,9,1,30,3,0,7,0.167,0,0,9,14,/boxes/TOR/TOR201407210.shtml
27,4,5,11,0.148,1,0,8,1,25,4,2,10,0.24,0,0,9,0,/boxes/CIN/CIN201407260.shtml
29,3,3,10,0.103,0,0,8,1,27,4,1,7,0.259,0,0,9,0,/boxes/CHA/CHA201409110.shtml
39,7,6,12,0.333,0,0,11,4,43,13,4,11,0.442,0,1,11,7,/boxes/MIN/MIN201404090.shtml
38,11,3,13,0.605,1,0,9,3,36,12,2,13,0.444,0,1,9,6,/boxes/TBA/TBA201405090.shtml
51,12,2,16,0.353,0,0,13,4,47,10,6,17,0.426,0,0,13,6,/boxes/WAS/WAS201406200.shtml
35,10,1,13,0.4,0,0,9,1,32,7,1,4,0.25,0,1,9,2,/boxes/KCA/KCA201405150.shtml
33,5,2,11,0.182,1,0,8,5,32,12,2,5,0.406,0,0,9,3,/boxes/SLN/SLN201406220.shtml
32,7,1,11,0.344,0,1,8,6,33,11,3,6,0.545,0,0,9,2,/boxes/ARI/ARI201408310.shtml
38,13,1,11,0.658,0,0,9,4,36,11,1,5,0.361,0,1,9,8,/boxes/TEX/TEX201407090.shtml
36,10,1,6,0.472,0,0,8,6,33,11,1,8,0.576,0,1,9,4,/boxes/NYA/NYA201407250.shtml
35,8,3,7,0.343,0,1,9,1,30,5,2,3,0.2,0,0,9,4,/boxes/SDN/SDN201409030.shtml
31,5,3,10,0.226,0,1,8,1,30,5,3,4,0.267,0,0,9,3,/boxes/LAN/LAN201405260.shtml
37,11,5,11,0.432,0,1,9,1,35,8,1,7,0.286,0,0,9,7,/boxes/ANA/ANA201408250.shtml
33,7,3,4,0.303,0,0,8.1,3,31,9,5,7,0.355,0,0,9,2,/boxes/WAS/WAS201408200.shtml
37,8,0,8,0.432,1,1,9,5,35,11,5,9,0.6,1,1,10,3,/boxes/HOU/HOU201406120.shtml
34,11,6,2,0.529,0,1,9,2,32,6,4,6,0.406,0,0,9,7,/boxes/DET/DET201407050.shtml
46,18,2,12,0.739,0,1,9,1,24,2,6,5,0.083,2,1,9,13,/boxes/TEX/TEX201404200.shtml
43,10,4,9,0.279,0,1,11,4,43,11,7,9,0.326,0,0,12,3,/boxes/BOS/BOS201405060.shtml
31,6,3,6,0.258,1,0,8,3,32,10,6,6,0.5,1,0,9,2,/boxes/HOU/HOU201408310.shtml
34,9,4,9,0.294,0,0,9,0,37,8,0,6,0.243,0,0,9,4,/boxes/ATL/ATL201404080.shtml
38,13,5,3,0.526,0,0,9,4,34,7,1,4,0.382,0,0,9,6,/boxes/MIN/MIN201408180.shtml
33,7,3,9,0.455,0,1,8,5,30,8,7,8,0.467,0,0,9,4,/boxes/OAK/OAK201405120.shtml
29,2,3,7,0.069,1,0,8,5,32,7,2,4,0.406,0,0,9,1,/boxes/HOU/HOU201404270.shtml
32,5,2,8,0.156,0,0,8,1,28,4,3,4,0.179,1,0,9,0,/boxes/NYN/NYN201408290.shtml
37,11,1,5,0.459,1,1,9,4,31,5,2,6,0.419,0,0,9,7,/boxes/TBA/TBA201406070.shtml
33,7,2,8,0.212,0,0,8,3,31,8,3,4,0.323,0,1,9,2,/boxes/WAS/WAS201405070.shtml
33,8,3,3,0.273,1,0,9,2,32,7,1,7,0.344,0,0,9,4,/boxes/KCA/KCA201406060.shtml
30,5,4,4,0.267,0,1,8,1,29,6,3,2,0.31,0,0,9,1,/boxes/BOS/BOS201407190.shtml
36,11,4,9,0.444,0,2,9,3,31,6,5,4,0.29,1,1,9,5,/boxes/TBA/TBA201405060.shtml
36,9,4,5,0.389,1,0,9,0,30,4,3,8,0.133,0,0,9,4,/boxes/MIN/MIN201407020.shtml
35,8,3,8,0.286,0,0,8,4,31,9,3,5,0.484,0,0,9,3,/boxes/MIN/MIN201407210.shtml
33,8,3,7,0.485,0,1,9,2,32,6,3,9,0.281,1,0,9,6,/boxes/HOU/HOU201408100.shtml
32,8,3,7,0.406,0,2,8,4,30,7,9,5,0.367,0,0,9,4,/boxes/ATL/ATL201409030.shtml
41,17,2,10,0.683,0,1,9,5,38,10,5,8,0.289,0,0,9,11,/boxes/CHA/CHA201407200.shtml
28,3,4,14,0.143,0,0,8,4,28,5,2,8,0.393,0,0,9,1,/boxes/LAN/LAN201404200.shtml
33,11,3,6,0.394,0,2,8,15,39,16,6,4,0.615,1,0,9,5,/boxes/PIT/PIT201406060.shtml
32,7,4,12,0.313,0,0,8,2,30,7,1,7,0.433,0,0,9,1,/boxes/CIN/CIN201409060.shtml
35,9,4,12,0.4,1,0,9,4,36,9,1,6,0.417,0,0,9,6,/boxes/TOR/TOR201404060.shtml
34,9,0,6,0.294,1,1,8,5,28,7,5,3,0.536,0,0,9,4,/boxes/TBA/TBA201404050.shtml
31,4,2,9,0.323,0,0,8,4,33,13,1,6,0.455,0,0,9,3,/boxes/MIL/MIL201408240.shtml
31,6,3,8,0.258,1,0,8,4,31,8,7,8,0.419,1,0,9,1,/boxes/PHI/PHI201408180.shtml
28,2,1,8,0.107,0,1,8,8,37,15,2,5,0.703,0,0,9,1,/boxes/DET/DET201407030.shtml
31,6,0,12,0.226,0,1,8,7,32,9,1,8,0.594,1,1,9,1,/boxes/CHA/CHA201407040.shtml
43,14,5,7,0.488,0,0,10,4,41,12,5,2,0.415,0,0,10,11,/boxes/KCA/KCA201408280.shtml
32,7,2,4,0.25,1,0,8,5,32,8,4,5,0.281,0,1,9,1,/boxes/TBA/TBA201409160.shtml
31,4,2,8,0.161,0,0,8,3,26,4,3,6,0.269,0,1,9,0,/boxes/DET/DET201409280.shtml
38,13,5,6,0.526,0,0,9,1,29,3,3,7,0.207,0,0,9,6,/boxes/MIN/MIN201404100.shtml
34,5,1,8,0.265,0,0,8,3,30,6,2,3,0.267,0,0,9,1,/boxes/CLE/CLE201405060.shtml
29,5,6,9,0.276,0,0,8,5,33,9,1,6,0.606,1,0,9,1,/boxes/BAL/BAL201409170.shtml
31,4,2,10,0.194,0,0,8,5,35,10,4,6,0.4,0,0,9,0,/boxes/TOR/TOR201406260.shtml
38,12,7,9,0.605,1,1,10,6,43,14,3,10,0.372,0,0,10,8,/boxes/BAL/BAL201410100.shtml
31,6,2,6,0.355,0,1,8,7,32,9,4,14,0.625,0,0,9,3,/boxes/CHA/CHA201404100.shtml
33,7,1,15,0.273,0,0,8,5,32,11,4,7,0.594,0,0,9,2,/boxes/ANA/ANA201409130.shtml
34,9,3,8,0.382,0,0,8.1,4,34,9,3,5,0.353,0,0,9,2,/boxes/TEX/TEX201404020.shtml
32,5,3,10,0.188,0,0,8,5,33,10,5,8,0.394,0,1,9,0,/boxes/MIA/MIA201404050.shtml
40,18,3,6,0.625,1,0,9,6,34,10,3,8,0.529,1,0,9,8,/boxes/MIA/MIA201406140.shtml
35,9,5,5,0.486,0,0,9,7,35,11,3,5,0.657,2,1,9,9,/boxes/HOU/HOU201405030.shtml
31,5,3,8,0.29,0,0,8,4,28,6,3,4,0.321,1,1,9,2,/boxes/NYA/NYA201407240.shtml
36,9,2,6,0.361,0,1,8,8,30,10,8,7,0.367,0,1,9,4,/boxes/HOU/HOU201406050.shtml
49,12,4,10,0.49,0,0,14,2,54,13,1,10,0.315,0,0,14,3,/boxes/PIT/PIT201404200.shtml
35,7,3,12,0.314,0,0,9,2,29,5,4,4,0.172,0,0,9,4,/boxes/MIL/MIL201409280.shtml
38,12,2,11,0.395,0,0,9,2,32,6,1,9,0.219,1,1,9,6,/boxes/KCA/KCA201406280.shtml
30,2,1,7,0.067,0,0,8,12,42,18,3,3,0.571,0,0,9,0,/boxes/COL/COL201404180.shtml
30,2,5,7,0.067,1,0,8,2,31,8,4,10,0.355,0,0,9,0,/boxes/SFN/SFN201405280.shtml
29,4,2,10,0.241,1,0,9,1,31,5,2,11,0.226,0,0,9,2,/boxes/PHI/PHI201406130.shtml
32,7,5,11,0.344,0,0,9,0,36,10,1,7,0.306,0,0,9,2,/boxes/CHN/CHN201404050.shtml
33,6,5,8,0.273,0,0,9,0,31,4,6,9,0.129,0,0,9,3,/boxes/ANA/ANA201405160.shtml
32,6,1,6,0.25,0,0,8,3,29,6,2,7,0.379,0,0,9,2,/boxes/MIA/MIA201407200.shtml
30,3,1,9,0.2,1,0,9,1,31,6,2,10,0.194,1,0,9,2,/boxes/PHI/PHI201409280.shtml
40,14,5,7,0.4,0,1,9,0,32,8,2,5,0.25,1,0,9,4,/boxes/SDN/SDN201405070.shtml
