gab,gh,gbb,gso,gslg,ghbp,gsf,gip,ger,hab,hh,hbb,hso,hslg,hhbp,hsf,hip,her,boxscore
35,7,6,16,0.486,0,0,9,6,39,14,2,11,0.667,1,0,9,7,/boxes/ARI/ARI201404130.shtml
37,9,1,4,0.459,1,0,9,3,33,6,4,7,0.303,1,0,9,5,/boxes/TEX/TEX201408220.shtml
54,13,5,11,0.37,2,0,15,2,56,13,3,9,0.321,1,1,15,4,/boxes/WAS/WAS201405190.shtml
36,9,4,10,0.361,0,0,8,4,31,7,1,6,0.323,2,0,9,3,/boxes/NYA/NYA201404260.shtml
35,8,0,5,0.4,0,1,8,7,31,10,4,8,0.677,1,0,9,4,/boxes/SLN/SLN201409200.shtml
33,10,2,11,0.424,1,0,8,5,30,9,4,4,0.433,0,0,9,4,/boxes/ATL/ATL201405220.shtml
40,13,2,6,0.625,2,0,9,6,34,7,2,9,0.559,1,0,9,11,/boxes/MIN/MIN201408170.shtml
48,10,3,11,0.229,0,0,12.1,3,45,12,4,8,0.289,1,0,13,1,/boxes/SLN/SLN201409180.shtml
39,11,4,9,0.436,0,0,9,4,34,8,7,7,0.324,1,0,9,5,/boxes/TBA/TBA201407090.shtml
33,6,0,6,0.273,0,0,8,13,35,14,6,4,0.571,2,2,9,1,/boxes/OAK/OAK201407240.shtml
29,5,2,6,0.207,0,0,8,2,27,5,1,8,0.296,2,0,9,1,/boxes/KCA/KCA201408260.shtml
34,9,0,5,0.5,0,0,8,8,35,13,4,10,0.6,0,0,9,3,/boxes/COL/COL201409210.shtml
35,7,4,6,0.343,1,0,9,0,31,5,1,8,0.226,0,0,9,1,/boxes/TBA/TBA201406180.shtml
33,8,3,6,0.364,0,0,8,4,34,8,3,9,0.353,1,0,9,5,/boxes/ANA/ANA201405150.shtml
34,7,3,9,0.353,1,1,8,7,35,15,4,4,0.629,0,0,9,5,/boxes/CIN/CIN201404150.shtml
38,11,5,5,0.421,1,0,9,2,33,10,1,4,0.394,2,0,9,10,/boxes/TEX/TEX201409040.shtml
36,9,5,8,0.417,1,0,9,2,33,7,2,10,0.364,0,0,9,8,/boxes/HOU/HOU201408250.shtml
32,5,1,4,0.188,0,0,8,4,30,8,1,6,0.333,0,1,9,0,/boxes/MIA/MIA201409070.shtml
35,9,5,5,0.371,0,0,8,4,28,7,6,3,0.464,0,0,9,3,/boxes/SDN/SDN201404140.shtml
33,6,1,9,0.242,0,0,8,4,27,4,0,5,0.222,1,1,9,2,/boxes/NYN/NYN201408020.shtml
39,14,6,11,0.641,0,1,8,9,36,11,4,7,0.556,1,0,9,7,/boxes/WAS/WAS201404090.shtml
39,12,5,4,0.513,0,1,9,3,37,13,1,3,0.378,2,0,9,9,/boxes/COL/COL201407120.shtml
47,8,3,14,0.191,0,1,13.2,1,45,9,7,5,0.311,0,0,14,1,/boxes/ANA/ANA201406100.shtml
36,9,3,10,0.333,0,0,9,0,31,4,0,10,0.161,2,0,9,4,/boxes/HOU/HOU201406040.shtml
28,1,2,11,0.036,0,0,8,8,34,11,5,3,0.441,2,0,9,0,/boxes/TBA/TBA201406210.shtml
42,15,1,3,0.476,0,1,8,15,46,20,9,8,0.826,0,0,9,4,/boxes/MIN/MIN201408220.shtml
33,6,2,11,0.394,0,0,8,4,28,6,1,7,0.25,1,0,9,3,/boxes/NYA/NYA201405181.shtml
34,7,2,10,0.235,0,0,8,2,28,7,4,4,0.357,0,0,9,0,/boxes/SEA/SEA201408130.shtml
35,12,4,8,0.743,1,1,9,8,41,16,3,12,0.634,1,0,9,10,/boxes/TOR/TOR201404230.shtml
37,6,5,8,0.297,0,0,10,3,39,10,3,15,0.282,0,0,10,5,/boxes/PHI/PHI201407120.shtml
39,12,1,7,0.462,1,1,9,1,30,7,4,6,0.267,0,0,9,4,/boxes/TEX/TEX201404140.shtml
36,12,5,6,0.5,0,2,9,2,33,6,3,5,0.242,0,0,9,5,/boxes/ANA/ANA201405070.shtml
39,13,4,10,0.385,0,1,9,3,33,9,3,5,0.333,0,1,9,6,/boxes/ARI/ARI201404140.shtml
38,12,1,6,0.553,0,0,8,6,29,8,2,8,0.448,0,2,9,3,/boxes/LAN/LAN201408230.shtml
28,2,4,6,0.071,1,0,8,6,34,12,7,3,0.5,0,0,9,2,/boxes/PIT/PIT201407040.shtml
36,10,5,5,0.528,0,0,8,8,34,12,5,6,0.559,0,0,9,6,/boxes/TEX/TEX201404170.shtml
38,14,2,9,0.5,0,0,8,7,33,9,2,9,0.485,0,1,9,6,/boxes/LAN/LAN201408190.shtml
28,3,2,7,0.25,2,1,9,1,33,7,2,8,0.333,0,0,9,2,/boxes/CIN/CIN201405130.shtml
42,16,1,8,0.619,0,0,9,1,34,7,2,11,0.324,0,0,9,6,/boxes/CHA/CHA201406140.shtml
39,10,4,10,0.462,0,0,10,5,35,6,4,11,0.286,1,1,10,7,/boxes/NYN/NYN201404260.shtml
36,11,2,8,0.528,0,1,9,5,35,11,4,5,0.543,0,1,9,6,/boxes/CLE/CLE201407310.shtml
39,16,5,7,0.692,0,1,9,3,35,10,4,6,0.543,0,0,9,7,/boxes/COL/COL201407270.shtml
32,6,5,4,0.406,0,0,8,4,31,9,1,6,0.452,0,0,9,3,/boxes/BOS/BOS201408010.shtml
36,10,5,11,0.361,0,0,8,6,30,9,4,4,0.433,1,2,9,2,/boxes/DET/DET201404170.shtml
38,12,1,5,0.474,1,0,9,3,35,9,1,5,0.371,0,0,9,6,/boxes/MIN/MIN201408150.shtml
34,7,0,9,0.206,0,0,8,8,34,13,1,6,0.529,1,1,9,2,/boxes/COL/COL201406110.shtml
43,16,1,10,0.744,0,0,9,1,31,6,5,7,0.226,0,1,9,11,/boxes/NYA/NYA201404250.shtml
33,7,0,9,0.303,0,0,8,7,32,9,4,8,0.375,0,0,9,3,/boxes/PIT/PIT201408060.shtml
36,11,2,9,0.417,0,0,8,5,32,10,1,6,0.438,0,0,9,4,/boxes/ATL/ATL201404250.shtml
54,9,8,18,0.241,1,0,15.2,4,54,12,6,14,0.315,3,1,16,3,/boxes/CHN/CHN201407290.shtml
33,9,9,9,0.424,0,0,9,0,30,3,1,5,0.133,0,0,9,5,/boxes/TOR/TOR201406070.shtml
33,6,2,9,0.364,0,0,9,1,29,4,3,11,0.172,0,0,9,4,/boxes/SDN/SDN201406030.shtml
32,7,2,6,0.281,0,0,9,0,30,3,2,8,0.167,0,0,9,2,/boxes/CIN/CIN201405020.shtml
38,11,1,8,0.526,0,0,9,4,36,10,4,10,0.444,1,1,9,5,/boxes/ARI/ARI201404290.shtml
40,13,3,12,0.475,0,1,9,5,37,13,1,7,0.514,0,0,9,7,/boxes/ARI/ARI201407230.shtml
30,7,6,7,0.267,0,0,8,6,32,12,4,7,0.719,1,1,9,3,/boxes/LAN/LAN201404260.shtml
34,8,3,8,0.382,0,0,8,2,32,9,1,6,0.469,0,0,9,1,/boxes/COL/COL201404220.shtml
31,6,1,8,0.419,0,0,9,0,29,2,3,5,0.069,0,0,9,4,/boxes/BOS/BOS201407070.shtml
32,7,2,5,0.219,0,1,8,9,35,13,3,10,0.629,0,1,9,3,/boxes/SFN/SFN201409280.shtml
44,21,4,8,0.682,1,2,9,7,40,13,4,5,0.4,0,0,9,14,/boxes/COL/COL201406040.shtml
36,7,0,7,0.333,0,0,9,0,32,5,2,9,0.156,0,0,9,3,/boxes/LAN/LAN201408040.shtml
30,6,0,7,0.3,1,0,8,3,29,7,2,8,0.276,1,0,9,0,/boxes/MIA/MIA201405060.shtml
31,5,1,8,0.226,1,0,8,0,27,5,1,0,0.222,1,1,9,0,/boxes/CLE/CLE201405030.shtml
34,8,5,5,0.382,1,0,8,9,39,15,4,8,0.59,0,0,9,2,/boxes/NYN/NYN201407300.shtml
30,4,0,9,0.3,1,0,8,4,28,8,5,3,0.429,1,0,9,2,/boxes/WAS/WAS201406050.shtml
34,8,1,4,0.471,0,0,8,6,32,10,10,4,0.438,0,0,9,5,/boxes/LAN/LAN201405120.shtml
32,5,0,6,0.313,0,0,8,3,32,10,1,8,0.531,0,0,9,2,/boxes/SFN/SFN201404300.shtml
39,13,6,10,0.718,0,0,9,5,36,11,3,15,0.472,1,1,9,12,/boxes/CHN/CHN201409190.shtml
28,1,3,10,0.036,0,0,8,5,30,6,2,11,0.333,0,0,9,0,/boxes/ANA/ANA201409170.shtml
37,14,8,8,0.649,0,2,9,3,35,12,4,10,0.457,0,1,9,9,/boxes/TOR/TOR201408050.shtml
38,8,4,8,0.237,1,0,11,1,38,5,4,5,0.211,0,0,11,2,/boxes/PHI/PHI201408090.shtml
36,9,2,6,0.444,0,0,9,1,35,8,7,9,0.371,0,0,9,6,/boxes/TOR/TOR201405300.shtml
33,7,3,13,0.303,0,0,8.2,2,30,5,5,8,0.2,0,1,9,2,/boxes/TBA/TBA201409060.shtml
33,9,1,5,0.394,0,0,8,5,36,11,0,16,0.639,0,0,9,1,/boxes/COL/COL201409200.shtml
30,6,1,6,0.233,0,1,8,3,29,7,5,9,0.517,0,1,9,1,/boxes/WAS/WAS201409070.shtml
34,8,2,5,0.324,0,0,8,3,28,7,2,1,0.357,0,0,9,2,/boxes/KCA/KCA201406050.shtml
30,5,3,7,0.2,0,0,8,0,30,8,3,9,0.3,0,0,9,1,/boxes/CHA/CHA201409100.shtml
36,11,3,4,0.361,0,0,8,8,37,13,3,8,0.568,0,0,9,4,/boxes/MIN/MIN201409170.shtml
38,13,3,13,0.474,0,0,9,0,29,2,0,12,0.138,0,0,9,6,/boxes/SDN/SDN201406080.shtml
33,7,2,7,0.424,1,0,9,0,33,6,2,6,0.182,0,0,9,2,/boxes/MIL/MIL201407270.shtml
34,6,3,14,0.324,0,0,9,3,36,11,4,11,0.389,0,0,10,2,/boxes/LAN/LAN201407300.shtml
34,8,1,6,0.412,0,0,8,6,34,12,2,9,0.588,0,0,9,4,/boxes/CHN/CHN201405020.shtml
29,4,5,10,0.207,0,0,8,2,26,5,4,7,0.308,0,1,9,0,/boxes/NYN/NYN201409100.shtml
32,6,3,9,0.219,0,0,8,6,31,6,6,6,0.516,1,0,9,2,/boxes/LAN/LAN201409070.shtml
35,9,4,8,0.314,2,2,9,3,32,8,6,4,0.313,0,0,9,7,/boxes/PIT/PIT201406070.shtml
31,5,3,8,0.323,0,0,9,2,31,6,4,4,0.29,0,0,9,2,/boxes/NYN/NYN201408270.shtml
31,7,2,6,0.419,0,1,9,0,28,1,0,11,0.036,0,0,9,5,/boxes/SEA/SEA201406280.shtml
42,15,0,12,0.405,2,0,9,2,35,8,3,9,0.371,1,0,9,6,/boxes/NYA/NYA201404290.shtml
36,9,1,5,0.472,0,0,8,12,38,16,6,7,0.763,0,0,9,4,/boxes/TOR/TOR201409220.shtml
33,8,4,3,0.333,0,0,8,5,29,7,3,7,0.586,0,0,9,4,/boxes/CHA/CHA201409270.shtml
33,7,3,8,0.303,0,0,9,0,28,3,4,10,0.143,0,0,9,3,/boxes/MIL/MIL201406230.shtml
34,8,1,6,0.265,0,0,8,6,31,11,4,5,0.452,0,1,9,5,/boxes/MIN/MIN201406220.shtml
35,9,2,11,0.343,0,0,9,1,33,8,2,9,0.303,0,0,9,3,/boxes/MIL/MIL201407070.shtml
33,7,1,10,0.303,0,0,8,3,32,11,2,5,0.625,0,0,9,1,/boxes/SLN/SLN201410060.shtml
33,8,11,7,0.364,0,2,9,3,30,4,6,9,0.267,0,0,9,8,/boxes/CHN/CHN201407230.shtml
40,14,2,13,0.475,0,0,9,3,34,9,2,6,0.471,0,0,9,4,/boxes/SDN/SDN201405030.shtml
38,12,4,6,0.553,0,0,9,1,29,5,5,8,0.31,0,0,9,6,/boxes/BOS/BOS201404040.shtml
31,7,2,8,0.452,1,1,9,3,31,5,3,9,0.194,0,1,9,5,/boxes/SDN/SDN201405200.shtml
40,13,0,3,0.45,0,1,9,1,34,10,3,8,0.441,1,1,9,3,/boxes/CHA/CHA201408290.shtml
31,4,1,9,0.129,0,0,8,7,30,7,3,6,0.633,0,0,9,0,/boxes/ATL/ATL201405250.shtml
27,1,4,8,0.037,1,0,8,6,29,7,3,7,0.31,4,2,9,0,/boxes/TBA/TBA201408300.shtml
38,14,1,8,0.421,1,0,9,3,35,9,2,8,0.314,0,0,9,4,/boxes/BAL/BAL201404030.shtml
39,7,4,10,0.205,2,2,11,4,41,9,6,10,0.463,0,0,12,3,/boxes/CLE/CLE201408030.shtml
35,8,1,10,0.286,0,0,8,7,38,15,2,5,0.5,0,0,9,0,/boxes/WAS/WAS201405300.shtml
33,8,2,6,0.394,0,0,8,8,31,10,3,1,0.645,0,1,9,3,/boxes/NYN/NYN201409280.shtml
30,6,3,8,0.267,0,1,8,4,30,8,5,6,0.4,1,0,9,3,/boxes/ANA/ANA201405250.shtml
42,13,3,9,0.405,2,0,10,5,37,10,7,5,0.405,0,0,10,5,/boxes/SFN/SFN201404100.shtml
34,8,2,7,0.265,0,0,8,10,37,16,2,7,0.568,1,0,9,4,/boxes/COL/COL201404090.shtml
34,10,5,10,0.412,0,1,8,5,35,12,7,7,0.343,1,0,9,4,/boxes/ANA/ANA201404290.shtml
34,9,2,3,0.294,0,1,9,5,34,9,4,9,0.412,1,0,9,2,/boxes/MIL/MIL201406130.shtml
43,13,3,8,0.442,1,0,11,4,43,10,5,12,0.372,1,0,11,6,/boxes/HOU/HOU201404160.shtml
33,7,2,5,0.364,0,0,8,8,34,10,0,9,0.529,0,0,9,3,/boxes/CIN/CIN201408060.shtml
33,7,5,11,0.364,2,0,9,2,33,6,1,13,0.242,1,0,9,5,/boxes/PHI/PHI201408190.shtml
35,10,9,10,0.571,1,0,9,5,35,14,0,6,0.571,1,1,9,8,/boxes/COL/COL201405170.shtml
35,11,4,9,0.429,1,0,8,3,31,7,1,11,0.323,1,0,9,3,/boxes/NYN/NYN201409120.shtml
30,6,1,3,0.267,0,1,8,2,29,4,3,8,0.276,0,0,9,2,/boxes/PHI/PHI201407270.shtml
29,5,5,7,0.207,0,1,8,6,34,12,2,5,0.471,0,0,9,1,/boxes/SLN/SLN201406160.shtml
31,4,4,11,0.226,0,0,8,3,28,6,6,8,0.214,0,1,9,1,/boxes/SEA/SEA201405220.shtml
35,7,4,5,0.2,0,0,9.1,2,32,6,3,8,0.25,0,1,10,1,/boxes/OAK/OAK201406210.shtml
33,7,3,8,0.364,1,0,8,4,29,11,3,5,0.621,0,1,9,2,/boxes/MIL/MIL201404210.shtml
31,5,3,12,0.194,0,0,9,0,28,3,1,6,0.107,0,0,9,2,/boxes/TEX/TEX201405160.shtml
40,16,2,5,0.7,0,0,9,6,33,10,3,7,0.424,0,1,9,8,/boxes/MIN/MIN201409150.shtml
37,12,3,7,0.541,0,1,9,0,30,4,4,3,0.2,1,0,9,8,/boxes/NYA/NYA201406220.shtml
32,5,0,9,0.219,0,0,8,6,32,9,1,4,0.344,0,0,9,1,/boxes/KCA/KCA201408270.shtml
32,6,3,7,0.344,0,0,8,5,31,7,5,12,0.452,0,0,9,3,/boxes/TOR/TOR201409130.shtml
34,7,4,8,0.294,0,0,8,10,38,17,1,3,0.737,3,0,9,4,/boxes/DET/DET201404040.shtml
33,7,5,6,0.333,0,0,8.1,4,33,9,2,7,0.515,0,0,9,1,/boxes/CHA/CHA201404130.shtml
36,11,3,9,0.556,0,0,9,5,34,9,4,6,0.294,1,0,9,7,/boxes/KCA/KCA201405190.shtml
29,4,4,7,0.276,0,0,8,5,31,9,3,8,0.484,0,1,9,1,/boxes/DET/DET201407200.shtml
37,8,5,16,0.324,0,0,10,1,37,6,3,12,0.189,0,0,10,3,/boxes/ATL/ATL201407210.shtml
34,6,3,4,0.206,0,0,8,3,29,4,1,6,0.379,2,0,9,2,/boxes/HOU/HOU201408260.shtml
45,22,2,6,0.711,1,0,9,7,38,12,1,7,0.579,3,0,9,14,/boxes/WAS/WAS201409262.shtml
30,8,6,6,0.333,1,1,9,0,28,2,1,6,0.071,1,0,9,4,/boxes/TEX/TEX201404280.shtml
32,4,0,14,0.156,0,0,8,2,29,5,3,3,0.379,0,0,9,0,/boxes/SEA/SEA201407070.shtml
33,7,5,11,0.242,0,0,8.2,5,36,12,3,12,0.472,0,0,9,4,/boxes/WAS/WAS201407200.shtml
31,5,2,16,0.258,0,0,8,2,32,10,3,7,0.5,0,0,9,1,/boxes/MIL/MIL201409270.shtml
35,9,2,8,0.286,0,0,9,2,36,10,3,8,0.389,0,0,9,5,/boxes/NYA/NYA201408200.shtml
38,12,7,6,0.474,0,0,9,2,34,8,2,3,0.353,0,0,9,5,/boxes/NYN/NYN201405260.shtml
42,14,2,6,0.619,0,0,10,6,37,11,6,9,0.622,0,1,10,7,/boxes/MIL/MIL201405260.shtml
34,9,5,10,0.294,0,1,8,4,28,6,3,4,0.429,0,0,9,3,/boxes/CLE/CLE201406160.shtml
36,10,4,4,0.472,0,0,9,5,40,15,4,4,0.6,0,0,9,6,/boxes/COL/COL201406220.shtml
54,20,4,11,0.426,1,1,13,10,49,16,6,12,0.49,2,1,13,10,/boxes/PIT/PIT201405050.shtml
35,9,5,9,0.371,1,0,9,1,35,10,0,9,0.4,1,0,9,4,/boxes/TBA/TBA201409190.shtml
36,14,4,5,0.5,0,0,8,10,37,14,5,8,0.838,0,1,9,6,/boxes/PIT/PIT201408110.shtml
32,7,3,6,0.406,0,0,9,2,34,9,1,8,0.471,0,0,9,3,/boxes/PIT/PIT201408310.shtml
32,7,4,9,0.281,0,1,9,2,29,6,5,6,0.241,2,0,9,4,/boxes/HOU/HOU201404030.shtml
35,8,3,12,0.343,1,0,8,11,39,14,4,9,0.667,0,0,9,5,/boxes/ANA/ANA201407050.shtml
34,8,6,5,0.441,2,0,9,2,33,9,1,2,0.394,1,0,9,5,/boxes/NYN/NYN201409110.shtml
34,8,2,8,0.412,0,0,9,4,31,8,8,6,0.29,0,1,9,6,/boxes/MIL/MIL201406030.shtml
40,14,3,8,0.575,0,0,9,1,33,7,3,7,0.303,0,0,9,5,/boxes/MIA/MIA201405250.shtml
42,16,2,6,0.476,0,1,9,5,35,10,4,8,0.343,1,0,9,9,/boxes/MIA/MIA201406270.shtml
36,12,2,5,0.389,0,0,9,2,30,4,2,4,0.2,0,0,9,6,/boxes/SFN/SFN201406270.shtml
33,5,4,9,0.273,0,0,8,3,33,10,4,5,0.515,0,0,9,1,/boxes/OAK/OAK201404200.shtml
36,10,5,8,0.528,1,0,9,1,29,4,1,10,0.241,0,0,9,4,/boxes/CHA/CHA201405110.shtml
33,8,1,9,0.273,0,0,9,0,29,5,2,2,0.172,0,0,9,2,/boxes/SFN/SFN201407020.shtml
30,3,2,9,0.133,0,0,8,9,36,13,1,3,0.639,0,0,9,0,/boxes/MIA/MIA201404290.shtml
34,8,2,11,0.412,1,0,8,7,30,10,6,6,0.567,0,0,9,4,/boxes/CLE/CLE201407110.shtml
32,6,3,8,0.313,0,0,8.2,5,31,7,4,9,0.29,1,0,9,4,/boxes/CHN/CHN201407110.shtml
36,10,5,7,0.333,1,0,9,3,33,6,0,11,0.394,0,0,9,4,/boxes/HOU/HOU201406150.shtml
36,9,1,6,0.306,0,0,8,4,30,8,6,4,0.333,0,0,9,2,/boxes/DET/DET201408010.shtml
28,3,1,6,0.25,0,0,8,8,35,12,5,7,0.371,0,0,9,1,/boxes/WAS/WAS201408190.shtml
29,4,6,3,0.241,0,0,9,0,35,9,0,7,0.314,1,0,9,3,/boxes/BAL/BAL201406130.shtml
41,14,1,7,0.463,0,0,9,1,29,7,2,5,0.276,0,1,9,2,/boxes/MIL/MIL201405070.shtml
34,7,0,7,0.265,0,0,8,6,29,10,5,11,0.414,1,2,9,1,/boxes/DET/DET201409240.shtml
40,14,2,9,0.425,0,1,9,0,30,4,1,13,0.167,1,0,9,6,/boxes/TBA/TBA201407070.shtml
36,10,3,8,0.417,2,0,8,5,33,11,1,5,0.364,0,0,9,3,/boxes/CLE/CLE201406030.shtml
31,7,1,8,0.29,0,0,8,7,33,10,3,2,0.606,0,0,9,2,/boxes/DET/DET201405230.shtml
34,9,4,12,0.324,1,0,8,3,31,10,1,10,0.387,0,1,9,1,/boxes/CLE/CLE201408240.shtml
33,5,0,9,0.242,2,0,8,3,30,7,0,5,0.267,0,0,9,0,/boxes/CIN/CIN201407290.shtml
30,3,0,13,0.133,1,0,8,2,27,4,4,8,0.296,0,0,9,0,/boxes/SLN/SLN201405310.shtml
34,8,3,10,0.471,0,0,8,8,35,11,4,9,0.371,0,0,9,4,/boxes/ARI/ARI201409130.shtml
34,10,0,5,0.441,0,1,8,6,32,7,9,8,0.219,0,0,9,3,/boxes/OAK/OAK201409220.shtml
35,8,2,7,0.514,0,0,9,0,30,4,0,8,0.167,0,0,9,4,/boxes/NYN/NYN201405140.shtml
46,17,3,10,0.5,0,0,9,1,31,4,1,9,0.161,0,0,9,8,/boxes/TEX/TEX201404300.shtml
34,7,3,8,0.294,0,0,9,2,36,9,3,17,0.278,0,0,9,3,/boxes/HOU/HOU201409160.shtml
36,9,4,5,0.333,0,1,8,5,36,12,1,1,0.667,0,0,9,4,/boxes/MIN/MIN201405160.shtml
32,5,3,3,0.188,1,0,8,3,33,7,1,5,0.424,0,0,9,0,/boxes/ANA/ANA201408290.shtml
54,17,2,16,0.444,0,0,13,6,48,9,7,13,0.313,0,0,13,8,/boxes/MIA/MIA201406130.shtml
36,10,4,10,0.361,2,0,9,2,33,9,3,7,0.364,0,0,9,1,/boxes/BOS/BOS201406140.shtml
30,7,1,4,0.433,3,0,8,5,31,7,1,8,0.452,0,0,9,4,/boxes/OAK/OAK201407180.shtml
36,10,1,2,0.444,0,0,8,10,39,18,3,4,0.641,2,0,9,3,/boxes/TEX/TEX201409140.shtml
32,7,1,7,0.375,1,0,9,2,30,3,1,8,0.233,2,0,9,3,/boxes/WAS/WAS201405260.shtml
30,10,5,4,0.367,1,1,9,1,32,6,1,10,0.25,0,0,9,1,/boxes/CHA/CHA201407230.shtml
35,11,6,7,0.571,0,1,9,1,33,8,4,7,0.273,0,0,9,8,/boxes/BOS/BOS201408170.shtml
33,7,2,9,0.333,0,0,8,6,31,7,5,11,0.484,0,0,9,3,/boxes/BAL/BAL201406070.shtml
37,11,4,4,0.514,0,0,9,2,29,4,3,7,0.276,1,1,9,7,/boxes/PIT/PIT201405040.shtml
32,6,2,4,0.281,1,0,8,3,34,10,1,13,0.5,0,0,9,2,/boxes/CIN/CIN201407040.shtml
33,7,5,9,0.333,0,0,9,2,37,13,2,6,0.541,0,0,9,3,/boxes/PHI/PHI201406290.shtml
37,12,4,5,0.622,1,1,9,3,34,9,2,9,0.5,1,1,9,8,/boxes/TEX/TEX201407080.shtml
39,12,8,7,0.462,2,0,9,7,35,13,4,5,0.543,0,2,9,9,/boxes/TBA/TBA201404240.shtml
40,14,2,6,0.55,0,1,9,2,33,7,3,8,0.333,0,0,9,9,/boxes/WAS/WAS201408220.shtml
39,15,3,5,0.641,0,1,9,2,33,5,2,10,0.242,0,0,9,12,/boxes/ARI/ARI201408050.shtml
30,6,10,4,0.3,0,1,9,0,28,2,0,6,0.071,0,0,9,4,/boxes/CIN/CIN201409240.shtml
34,8,0,8,0.235,0,0,8,7,32,9,2,4,0.625,0,0,9,0,/boxes/WAS/WAS201408060.shtml
31,5,4,5,0.161,0,0,8,1,25,4,3,8,0.32,0,0,9,0,/boxes/PHI/PHI201405040.shtml
33,10,2,1,0.394,0,1,9,4,36,11,4,9,0.444,0,0,9,5,/boxes/MIN/MIN201409040.shtml
33,9,2,1,0.394,0,0,8,7,37,14,5,10,0.676,0,1,9,3,/boxes/ATL/ATL201407050.shtml
37,10,1,3,0.324,1,0,8.1,5,31,7,6,9,0.452,0,0,9,3,/boxes/DET/DET201406300.shtml
32,7,1,12,0.406,0,0,8,4,31,11,1,6,0.677,1,0,9,2,/boxes/CHN/CHN201409010.shtml
32,6,1,9,0.188,0,0,8,3,29,6,2,4,0.483,1,0,9,2,/boxes/TOR/TOR201408270.shtml
32,7,3,9,0.25,2,0,8,4,31,8,1,8,0.581,0,0,9,0,/boxes/TOR/TOR201404050.shtml
37,12,1,4,0.405,1,0,9,2,32,6,4,6,0.406,0,0,9,2,/boxes/WAS/WAS201410030.shtml
43,16,2,9,0.674,1,0,9,7,37,10,2,6,0.486,0,0,9,11,/boxes/COL/COL201409020.shtml
32,6,3,10,0.313,0,0,8,3,26,5,0,5,0.423,1,1,9,2,/boxes/SEA/SEA201407110.shtml
36,11,1,13,0.389,0,0,9,0,30,3,0,4,0.1,0,0,9,1,/boxes/PHI/PHI201404160.shtml
29,3,3,7,0.138,2,0,8.2,2,35,11,3,9,0.486,0,0,9,1,/boxes/SDN/SDN201407200.shtml
29,8,5,5,0.379,0,0,8,5,31,9,1,2,0.452,0,0,9,3,/boxes/CHN/CHN201406260.shtml
34,10,2,9,0.559,0,0,9,4,32,6,3,4,0.281,0,0,9,6,/boxes/DET/DET201404230.shtml
31,5,3,4,0.323,0,0,9,0,32,6,0,8,0.313,0,0,9,1,/boxes/TOR/TOR201409280.shtml
36,9,4,5,0.444,0,1,10,4,38,10,7,8,0.368,2,0,10,5,/boxes/MIN/MIN201408060.shtml
29,4,4,5,0.345,0,0,8,2,29,6,2,3,0.276,0,1,9,2,/boxes/TOR/TOR201409270.shtml
32,5,2,6,0.188,1,0,8,5,29,8,6,2,0.483,0,0,9,0,/boxes/SFN/SFN201407010.shtml
36,11,1,16,0.361,0,1,9,2,34,7,6,10,0.265,0,0,9,6,/boxes/NYN/NYN201409150.shtml
36,11,3,5,0.5,0,1,8,7,33,9,3,7,0.545,1,0,9,5,/boxes/NYA/NYA201409100.shtml
34,10,1,9,0.5,1,1,8,7,34,12,4,7,0.588,0,0,9,3,/boxes/ARI/ARI201407190.shtml
32,8,2,5,0.281,0,0,8,5,31,12,2,5,0.452,1,2,9,2,/boxes/SLN/SLN201405160.shtml
33,8,4,7,0.424,0,1,9,1,30,5,2,6,0.2,2,0,9,4,/boxes/HOU/HOU201405310.shtml
32,5,1,14,0.188,0,0,8,4,31,10,8,4,0.452,1,1,9,0,/boxes/TBA/TBA201406060.shtml
38,13,8,11,0.553,0,0,9,3,37,11,1,6,0.432,0,0,9,8,/boxes/KCA/KCA201404200.shtml
40,16,1,10,0.55,0,0,8,9,32,9,4,6,0.5,0,0,9,4,/boxes/COL/COL201409160.shtml
31,6,2,9,0.194,0,0,8,2,31,8,1,10,0.387,0,0,9,1,/boxes/ATL/ATL201405060.shtml
34,8,3,9,0.294,0,0,9,1,29,2,0,5,0.172,0,0,9,2,/boxes/SEA/SEA201409090.shtml
34,8,4,10,0.441,0,0,8,5,31,8,2,7,0.419,0,0,9,2,/boxes/MIL/MIL201407260.shtml
42,16,3,5,0.667,1,0,9,10,36,13,6,7,0.5,1,3,9,13,/boxes/COL/COL201406100.shtml
32,6,3,6,0.406,0,1,8,4,28,6,1,5,0.357,1,0,9,3,/boxes/MIN/MIN201405170.shtml
34,11,6,9,0.441,2,1,9,3,32,7,3,11,0.344,0,1,9,8,/boxes/TEX/TEX201405100.shtml
32,4,3,7,0.125,0,0,8,4,29,9,1,9,0.414,0,1,9,1,/boxes/WAS/WAS201406220.shtml
37,11,4,8,0.405,2,1,9,2,32,7,2,8,0.344,2,0,9,8,/boxes/PIT/PIT201408100.shtml
29,2,1,6,0.103,0,0,8,6,34,10,2,7,0.5,0,1,9,1,/boxes/MIL/MIL201408190.shtml
31,4,1,10,0.258,0,0,8,4,33,10,1,7,0.545,0,0,9,1,/boxes/CLE/CLE201407060.shtml
35,7,4,6,0.286,0,0,8.2,3,34,10,5,6,0.441,0,2,9,3,/boxes/DET/DET201406150.shtml
36,11,6,7,0.5,0,0,9,1,30,4,1,7,0.267,1,0,9,7,/boxes/KCA/KCA201410210.shtml
